,0
"Alabama 2014 , bid 1",246.0
"Alabama 2014 , bid 2",123.0
"Alabama 2014 , bid 3",82.0
"Alabama 2014 , bid 4",61.5
"Alabama 2014 , bid 5",49.2
"Alabama 2014 , bid 6",41.0
"Alabama 2014 , bid 7",35.142857142857146
"Alabama 2014 NA, bid 1",5332.0
"Alabama 2014 NA, bid 2",2666.0
"Alabama 2014 NA, bid 3",1777.3333333333333
"Alabama 2014 NA, bid 4",1333.0
"Alabama 2014 NA, bid 5",1066.4
"Alabama 2014 NA, bid 6",888.6666666666666
"Alabama 2014 NA, bid 7",761.7142857142857
"Alabama 2014 democrat, bid 1",331764.0
"Alabama 2014 democrat, bid 2",165882.0
"Alabama 2014 democrat, bid 3",110588.0
"Alabama 2014 democrat, bid 4",82941.0
"Alabama 2014 democrat, bid 5",66352.8
"Alabama 2014 democrat, bid 6",55294.0
"Alabama 2014 democrat, bid 7",47394.857142857145
"Alabama 2014 independent, bid 1",39005.0
"Alabama 2014 independent, bid 2",19502.5
"Alabama 2014 independent, bid 3",13001.666666666666
"Alabama 2014 independent, bid 4",9751.25
"Alabama 2014 independent, bid 5",7801.0
"Alabama 2014 independent, bid 6",6500.833333333333
"Alabama 2014 independent, bid 7",5572.142857142857
"Alabama 2014 republican, bid 1",704533.0
"Alabama 2014 republican, bid 2",352266.5
"Alabama 2014 republican, bid 3",234844.33333333334
"Alabama 2014 republican, bid 4",176133.25
"Alabama 2014 republican, bid 5",140906.6
"Alabama 2014 republican, bid 6",117422.16666666667
"Alabama 2014 republican, bid 7",100647.57142857143
"Alaska 2014 NA, bid 1",1277.0
"Alaska 2014 democrat, bid 1",114602.0
"Alaska 2014 libertarian, bid 1",21290.0
"Alaska 2014 republican, bid 1",142572.0
"Arizona 2014 NA, bid 1",254.0
"Arizona 2014 NA, bid 2",127.0
"Arizona 2014 NA, bid 3",84.66666666666667
"Arizona 2014 NA, bid 4",63.5
"Arizona 2014 NA, bid 5",50.8
"Arizona 2014 NA, bid 6",42.333333333333336
"Arizona 2014 NA, bid 7",36.285714285714285
"Arizona 2014 NA, bid 8",31.75
"Arizona 2014 NA, bid 9",28.22222222222222
"Arizona 2014 americans elect, bid 1",44924.0
"Arizona 2014 americans elect, bid 2",22462.0
"Arizona 2014 americans elect, bid 3",14974.666666666666
"Arizona 2014 americans elect, bid 4",11231.0
"Arizona 2014 americans elect, bid 5",8984.8
"Arizona 2014 americans elect, bid 6",7487.333333333333
"Arizona 2014 americans elect, bid 7",6417.714285714285
"Arizona 2014 americans elect, bid 8",5615.5
"Arizona 2014 americans elect, bid 9",4991.555555555556
"Arizona 2014 democrat, bid 1",577943.0
"Arizona 2014 democrat, bid 2",288971.5
"Arizona 2014 democrat, bid 3",192647.66666666666
"Arizona 2014 democrat, bid 4",144485.75
"Arizona 2014 democrat, bid 5",115588.6
"Arizona 2014 democrat, bid 6",96323.83333333333
"Arizona 2014 democrat, bid 7",82563.28571428571
"Arizona 2014 democrat, bid 8",72242.875
"Arizona 2014 democrat, bid 9",64215.88888888889
"Arizona 2014 independent, bid 1",43.0
"Arizona 2014 independent, bid 2",21.5
"Arizona 2014 independent, bid 3",14.333333333333334
"Arizona 2014 independent, bid 4",10.75
"Arizona 2014 independent, bid 5",8.6
"Arizona 2014 independent, bid 6",7.166666666666667
"Arizona 2014 independent, bid 7",6.142857142857143
"Arizona 2014 independent, bid 8",5.375
"Arizona 2014 independent, bid 9",4.777777777777778
"Arizona 2014 jos_ pe_alosa, bid 1",3496.0
"Arizona 2014 jos_ pe_alosa, bid 2",1748.0
"Arizona 2014 jos_ pe_alosa, bid 3",1165.3333333333333
"Arizona 2014 jos_ pe_alosa, bid 4",874.0
"Arizona 2014 jos_ pe_alosa, bid 5",699.2
"Arizona 2014 jos_ pe_alosa, bid 6",582.6666666666666
"Arizona 2014 jos_ pe_alosa, bid 7",499.42857142857144
"Arizona 2014 jos_ pe_alosa, bid 8",437.0
"Arizona 2014 jos_ pe_alosa, bid 9",388.44444444444446
"Arizona 2014 libertarian, bid 1",23767.0
"Arizona 2014 libertarian, bid 2",11883.5
"Arizona 2014 libertarian, bid 3",7922.333333333333
"Arizona 2014 libertarian, bid 4",5941.75
"Arizona 2014 libertarian, bid 5",4753.4
"Arizona 2014 libertarian, bid 6",3961.1666666666665
"Arizona 2014 libertarian, bid 7",3395.285714285714
"Arizona 2014 libertarian, bid 8",2970.875
"Arizona 2014 libertarian, bid 9",2640.777777777778
"Arizona 2014 marketing managers, bid 1",8.0
"Arizona 2014 marketing managers, bid 2",4.0
"Arizona 2014 marketing managers, bid 3",2.6666666666666665
"Arizona 2014 marketing managers, bid 4",2.0
"Arizona 2014 marketing managers, bid 5",1.6
"Arizona 2014 marketing managers, bid 6",1.3333333333333333
"Arizona 2014 marketing managers, bid 7",1.1428571428571428
"Arizona 2014 marketing managers, bid 8",1.0
"Arizona 2014 marketing managers, bid 9",0.8888888888888888
"Arizona 2014 republican, bid 1",817168.0
"Arizona 2014 republican, bid 2",408584.0
"Arizona 2014 republican, bid 3",272389.3333333333
"Arizona 2014 republican, bid 4",204292.0
"Arizona 2014 republican, bid 5",163433.6
"Arizona 2014 republican, bid 6",136194.66666666666
"Arizona 2014 republican, bid 7",116738.28571428571
