,0
"Alabama 2010 NA, bid 1",7988.0
"Alabama 2010 NA, bid 2",3994.0
"Alabama 2010 NA, bid 3",2662.6666666666665
"Alabama 2010 NA, bid 4",1997.0
"Alabama 2010 NA, bid 5",1597.6
"Alabama 2010 NA, bid 6",1331.3333333333333
"Alabama 2010 NA, bid 7",1141.142857142857
"Alabama 2010 constitution, bid 1",26357.0
"Alabama 2010 constitution, bid 2",13178.5
"Alabama 2010 constitution, bid 3",8785.666666666666
"Alabama 2010 constitution, bid 4",6589.25
"Alabama 2010 constitution, bid 5",5271.4
"Alabama 2010 constitution, bid 6",4392.833333333333
"Alabama 2010 constitution, bid 7",3765.285714285714
"Alabama 2010 democrat, bid 1",418957.0
"Alabama 2010 democrat, bid 2",209478.5
"Alabama 2010 democrat, bid 3",139652.33333333334
"Alabama 2010 democrat, bid 4",104739.25
"Alabama 2010 democrat, bid 5",83791.4
"Alabama 2010 democrat, bid 6",69826.16666666667
"Alabama 2010 democrat, bid 7",59851.0
"Alabama 2010 republican, bid 1",914445.0
"Alabama 2010 republican, bid 2",457222.5
"Alabama 2010 republican, bid 3",304815.0
"Alabama 2010 republican, bid 4",228611.25
"Alabama 2010 republican, bid 5",182889.0
"Alabama 2010 republican, bid 6",152407.5
"Alabama 2010 republican, bid 7",130635.0
"Alaska 2010 NA, bid 1",1345.0
"Alaska 2010 democrat, bid 1",77606.0
"Alaska 2010 republican, bid 1",175384.0
"Arizona 2010 NA, bid 1",10.0
"Arizona 2010 NA, bid 2",5.0
"Arizona 2010 NA, bid 3",3.3333333333333335
"Arizona 2010 NA, bid 4",2.5
"Arizona 2010 NA, bid 5",2.0
"Arizona 2010 NA, bid 6",1.6666666666666667
"Arizona 2010 NA, bid 7",1.4285714285714286
"Arizona 2010 NA, bid 8",1.25
"Arizona 2010 democrat, bid 1",711837.0
"Arizona 2010 democrat, bid 2",355918.5
"Arizona 2010 democrat, bid 3",237279.0
"Arizona 2010 democrat, bid 4",177959.25
"Arizona 2010 democrat, bid 5",142367.4
"Arizona 2010 democrat, bid 6",118639.5
"Arizona 2010 democrat, bid 7",101691.0
"Arizona 2010 democrat, bid 8",88979.625
"Arizona 2010 green, bid 1",9066.0
"Arizona 2010 green, bid 2",4533.0
"Arizona 2010 green, bid 3",3022.0
"Arizona 2010 green, bid 4",2266.5
"Arizona 2010 green, bid 5",1813.2
"Arizona 2010 green, bid 6",1511.0
"Arizona 2010 green, bid 7",1295.142857142857
"Arizona 2010 green, bid 8",1133.25
"Arizona 2010 independent, bid 1",4506.0
"Arizona 2010 independent, bid 2",2253.0
"Arizona 2010 independent, bid 3",1502.0
"Arizona 2010 independent, bid 4",1126.5
"Arizona 2010 independent, bid 5",901.2
"Arizona 2010 independent, bid 6",751.0
"Arizona 2010 independent, bid 7",643.7142857142857
"Arizona 2010 independent, bid 8",563.25
"Arizona 2010 libertarian, bid 1",72216.0
"Arizona 2010 libertarian, bid 2",36108.0
"Arizona 2010 libertarian, bid 3",24072.0
"Arizona 2010 libertarian, bid 4",18054.0
"Arizona 2010 libertarian, bid 5",14443.2
"Arizona 2010 libertarian, bid 6",12036.0
"Arizona 2010 libertarian, bid 7",10316.57142857143
"Arizona 2010 libertarian, bid 8",9027.0
