,0
"Alabama 2016 NA, bid 1",45756.0
"Alabama 2016 NA, bid 2",22878.0
"Alabama 2016 NA, bid 3",15252.0
"Alabama 2016 NA, bid 4",11439.0
"Alabama 2016 NA, bid 5",9151.2
"Alabama 2016 NA, bid 6",7626.0
"Alabama 2016 NA, bid 7",6536.571428571428
"Alabama 2016 democrat, bid 1",621911.0
"Alabama 2016 democrat, bid 2",310955.5
"Alabama 2016 democrat, bid 3",207303.66666666666
"Alabama 2016 democrat, bid 4",155477.75
"Alabama 2016 democrat, bid 5",124382.2
"Alabama 2016 democrat, bid 6",103651.83333333333
"Alabama 2016 democrat, bid 7",88844.42857142857
"Alabama 2016 republican, bid 1",1222018.0
"Alabama 2016 republican, bid 2",611009.0
"Alabama 2016 republican, bid 3",407339.3333333333
"Alabama 2016 republican, bid 4",305504.5
"Alabama 2016 republican, bid 5",244403.6
"Alabama 2016 republican, bid 6",203669.66666666666
"Alabama 2016 republican, bid 7",174574.0
"Alaska 2016 NA, bid 1",1228.0
"Alaska 2016 democrat, bid 1",111019.0
"Alaska 2016 libertarian, bid 1",31770.0
"Alaska 2016 none, bid 1",9093.0
"Alaska 2016 republican, bid 1",155088.0
"Arizona 2016 NA, bid 1",1892.0
"Arizona 2016 NA, bid 2",946.0
"Arizona 2016 NA, bid 3",630.6666666666666
"Arizona 2016 NA, bid 4",473.0
"Arizona 2016 NA, bid 5",378.4
"Arizona 2016 NA, bid 6",315.3333333333333
"Arizona 2016 NA, bid 7",270.2857142857143
"Arizona 2016 NA, bid 8",236.5
"Arizona 2016 NA, bid 9",210.22222222222223
"Arizona 2016 democrat, bid 1",1034687.0
"Arizona 2016 democrat, bid 2",517343.5
"Arizona 2016 democrat, bid 3",344895.6666666667
"Arizona 2016 democrat, bid 4",258671.75
"Arizona 2016 democrat, bid 5",206937.4
"Arizona 2016 democrat, bid 6",172447.83333333334
"Arizona 2016 democrat, bid 7",147812.42857142858
"Arizona 2016 democrat, bid 8",129335.875
"Arizona 2016 democrat, bid 9",114965.22222222222
"Arizona 2016 green, bid 1",110700.0
"Arizona 2016 green, bid 2",55350.0
"Arizona 2016 green, bid 3",36900.0
"Arizona 2016 green, bid 4",27675.0
"Arizona 2016 green, bid 5",22140.0
"Arizona 2016 green, bid 6",18450.0
"Arizona 2016 green, bid 7",15814.285714285714
"Arizona 2016 green, bid 8",13837.5
"Arizona 2016 green, bid 9",12300.0
"Arizona 2016 republican, bid 1",1264785.0
"Arizona 2016 republican, bid 2",632392.5
"Arizona 2016 republican, bid 3",421595.0
"Arizona 2016 republican, bid 4",316196.25
"Arizona 2016 republican, bid 5",252957.0
"Arizona 2016 republican, bid 6",210797.5
"Arizona 2016 republican, bid 7",180683.57142857142
"Arizona 2016 republican, bid 8",158098.125
"Arizona 2016 republican, bid 9",140531.66666666666
"Arkansas 2016 NA, bid 1",303.0
"Arkansas 2016 NA, bid 2",151.5
"Arkansas 2016 NA, bid 3",101.0
"Arkansas 2016 NA, bid 4",75.75
"Arkansas 2016 democrat, bid 1",111347.0
"Arkansas 2016 democrat, bid 2",55673.5
"Arkansas 2016 democrat, bid 3",37115.666666666664
"Arkansas 2016 democrat, bid 4",27836.75
"Arkansas 2016 libertarian, bid 1",196512.0
"Arkansas 2016 libertarian, bid 2",98256.0
"Arkansas 2016 libertarian, bid 3",65504.0
"Arkansas 2016 libertarian, bid 4",49128.0
"Arkansas 2016 republican, bid 1",760415.0
"Arkansas 2016 republican, bid 2",380207.5
"Arkansas 2016 republican, bid 3",253471.66666666666
"Arkansas 2016 republican, bid 4",190103.75
"California 2016 democrat, bid 1",8624432.0
"California 2016 democrat, bid 2",4312216.0
"California 2016 democrat, bid 3",2874810.6666666665
"California 2016 democrat, bid 4",2156108.0
"California 2016 democrat, bid 5",1724886.4
"California 2016 democrat, bid 6",1437405.3333333333
"California 2016 democrat, bid 7",1232061.7142857143
"California 2016 democrat, bid 8",1078054.0
"California 2016 democrat, bid 9",958270.2222222222
"California 2016 democrat, bid 10",862443.2
"California 2016 democrat, bid 11",784039.2727272727
"California 2016 democrat, bid 12",718702.6666666666
"California 2016 democrat, bid 13",663417.8461538461
"California 2016 democrat, bid 14",616030.8571428572
"California 2016 democrat, bid 15",574962.1333333333
"California 2016 democrat, bid 16",539027.0
"California 2016 democrat, bid 17",507319.5294117647
"California 2016 democrat, bid 18",479135.1111111111
"California 2016 democrat, bid 19",453917.4736842105
"California 2016 democrat, bid 20",431221.6
"California 2016 democrat, bid 21",410687.2380952381
"California 2016 democrat, bid 22",392019.63636363635
"California 2016 democrat, bid 23",374975.3043478261
"California 2016 democrat, bid 24",359351.3333333333
"California 2016 democrat, bid 25",344977.28
"California 2016 democrat, bid 26",331708.92307692306
"California 2016 democrat, bid 27",319423.4074074074
"California 2016 democrat, bid 28",308015.4285714286
"California 2016 democrat, bid 29",297394.2068965517
"California 2016 democrat, bid 30",287481.06666666665
"California 2016 democrat, bid 31",278207.48387096776
"California 2016 democrat, bid 32",269513.5
