,0
"Alabama 2014 NA, bid 1",22484.0
"Alabama 2014 NA, bid 2",11242.0
"Alabama 2014 NA, bid 3",7494.666666666667
"Alabama 2014 NA, bid 4",5621.0
"Alabama 2014 NA, bid 5",4496.8
"Alabama 2014 NA, bid 6",3747.3333333333335
"Alabama 2014 NA, bid 7",3212.0
"Alabama 2014 republican, bid 1",795606.0
"Alabama 2014 republican, bid 2",397803.0
"Alabama 2014 republican, bid 3",265202.0
"Alabama 2014 republican, bid 4",198901.5
"Alabama 2014 republican, bid 5",159121.2
"Alabama 2014 republican, bid 6",132601.0
"Alabama 2014 republican, bid 7",113658.0
"Alaska 2014 NA, bid 1",1376.0
"Alaska 2014 democrat, bid 1",129431.0
"Alaska 2014 libertarian, bid 1",10512.0
"Alaska 2014 nonaffiliated, bid 1",5636.0
"Alaska 2014 republican, bid 1",135445.0
"Arkansas 2014 NA, bid 1",505.0
"Arkansas 2014 NA, bid 2",252.5
"Arkansas 2014 NA, bid 3",168.33333333333334
"Arkansas 2014 NA, bid 4",126.25
"Arkansas 2014 democrat, bid 1",334174.0
"Arkansas 2014 democrat, bid 2",167087.0
"Arkansas 2014 democrat, bid 3",111391.33333333333
"Arkansas 2014 democrat, bid 4",83543.5
"Arkansas 2014 green, bid 1",16797.0
"Arkansas 2014 green, bid 2",8398.5
"Arkansas 2014 green, bid 3",5599.0
"Arkansas 2014 green, bid 4",4199.25
"Arkansas 2014 libertarian, bid 1",17210.0
"Arkansas 2014 libertarian, bid 2",8605.0
"Arkansas 2014 libertarian, bid 3",5736.666666666667
"Arkansas 2014 libertarian, bid 4",4302.5
"Arkansas 2014 republican, bid 1",478819.0
"Arkansas 2014 republican, bid 2",239409.5
"Arkansas 2014 republican, bid 3",159606.33333333334
"Arkansas 2014 republican, bid 4",119704.75
"Colorado 2014 NA, bid 1",38.0
"Colorado 2014 NA, bid 2",19.0
"Colorado 2014 NA, bid 3",12.666666666666666
"Colorado 2014 NA, bid 4",9.5
"Colorado 2014 NA, bid 5",7.6
